name,country,region,continent
Lima,China,Buenos Aires Province,North America
London,Egypt,Karnataka,Africa
Istanbul,India,New York State,Oceania
Madrid,South Africa,Santiago Metro,North America
Riyadh,Afghanistan,Marmara Region,Africa
London,China,Tokyo Prefecture,North America
Bogotá,USA,Lagos State,North America
Havana,Italy,Shanghai Municipality,Asia
Paris,Argentina,Nairobi County,Africa
Dhaka,Colombia,Marmara Region,Asia
Karachi,France,Bangkok Metropolitan Region,Asia
Singapore,Malaysia,Karnataka,Africa
Tokyo,Peru,Karnataka,Europe
Baghdad,South Africa,Taiwan Province,Asia
Singapore,Italy,Bavaria,Europe
Shanghai,Kenya,Dhaka Division,Oceania
Mexico City,Singapore,England,Africa
Nairobi,Cuba,California,Africa
Ankara,Kenya,Central Anatolia,Oceania
Baghdad,UAE,Taiwan Province,Asia
Rio de Janeiro,Philippines,Western Cape,Oceania
Santiago,Malaysia,Riyadh Province,Africa
Seoul,UK,Delhi,Europe
Baghdad,Indonesia,Central Anatolia,Asia
Buenos Aires,Germany,Distrito Federal,Asia
Cairo,Nigeria,Singapore,South America
New York,Colombia,Santiago Metro,North America
Nairobi,Indonesia,Seoul Capital Area,South America
Jakarta,UAE,Taiwan Province,North America
Singapore,Kenya,Nairobi County,Oceania
Rio de Janeiro,Morocco,São Paulo State,North America
Delhi,Thailand,Hong Kong SAR,Oceania
Chicago,Philippines,Shanghai Municipality,North America
Cairo,Singapore,Moscow Oblast,South America
New York,Cuba,Tehran Province,North America
Lagos,Indonesia,Catalonia,North America
Shanghai,USA,Lagos State,Asia
Taipei,Canada,Illinois,South America
Johannesburg,UAE,Lagos State,Oceania
Toronto,China,Riyadh Province,North America
Berlin,Chile,Kabul Province,North America
London,Cuba,Western Cape,North America
Singapore,Iraq,Bavaria,North America
Santiago,Turkey,Singapore,Oceania
Tokyo,Cuba,Shanghai Municipality,Europe
Bogotá,Chile,São Paulo State,Oceania
Jakarta,Iraq,Karnataka,Asia
São Paulo,Turkey,Bagmati Province,Oceania
Bangkok,China,Gauteng,Africa
Casablanca,Chile,Metro Manila,North America
Mexico City,USA,São Paulo State,Asia
Kabul,Australia,Baghdad Governorate,Oceania
Kuala Lumpur,Spain,Cundinamarca,Africa
Ankara,UK,Maharashtra,South America
Sydney,Pakistan,Metro Manila,Asia
Bogotá,Nigeria,Giza,South America
Riyadh,India,Illinois,South America
Los Angeles,Chile,Cundinamarca,Oceania
Buenos Aires,Nigeria,La Habana,Asia
Los Angeles,Argentina,Seoul Capital Area,Oceania
Chicago,Morocco,Kuala Lumpur Federal Territory,Europe
Bogotá,UK,Kabul Province,Europe
Kathmandu,Singapore,Ontario,Oceania
Beijing,Taiwan,São Paulo State,South America
Johannesburg,Nigeria,Singapore,Asia
Casablanca,Pakistan,Dhaka Division,Europe
Ankara,Saudi Arabia,New South Wales,Africa
Tehran,Morocco,Lombardy,North America
Santiago,Morocco,Rio de Janeiro State,South America
Johannesburg,Malaysia,Taiwan Province,Asia
Chicago,Chile,Rio de Janeiro State,Europe
Shanghai,UAE,Taiwan Province,Oceania
Kabul,Spain,Riyadh Province,Europe
Riyadh,South Korea,Victoria,Europe
Lima,China,Sindh,Africa
Kuala Lumpur,Turkey,Moscow Oblast,South America
New York,Thailand,Rio de Janeiro State,Oceania
Manila,Kenya,Sindh,Asia
Hong Kong,Colombia,Victoria,Europe
Casablanca,Egypt,Taiwan Province,North America
Madrid,South Africa,Delhi,Africa
Paris,Spain,Singapore,Europe
Mumbai,India,Lagos State,Africa
Seoul,China,Kuala Lumpur Federal Territory,Oceania
Kuala Lumpur,Hong Kong,Karnataka,Europe
Istanbul,Hong Kong,Lagos State,South America
Havana,Nepal,Singapore,North America
Rio de Janeiro,Spain,Taiwan Province,Asia
Paris,Cuba,Bagmati Province,Africa
Kathmandu,South Africa,California,Africa
Delhi,South Africa,Seoul Capital Area,Oceania
Kabul,France,Rio de Janeiro State,North America
New York,Iran,New York State,Africa
Riyadh,South Korea,Buenos Aires Province,Africa
New York,Cuba,Nairobi County,Oceania
Buenos Aires,Peru,Bangkok Metropolitan Region,Europe
Kathmandu,Brazil,Delhi,Oceania
Madrid,Nigeria,Bangkok Metropolitan Region,North America
Los Angeles,Nepal,Seoul Capital Area,North America
Cape Town,Saudi Arabia,Hong Kong SAR,North America
Havana,Singapore,Seoul Capital Area,South America
Tehran,Japan,New York State,Asia
Johannesburg,Australia,Île-de-France,Africa
Rome,Colombia,Lima Province,Asia
Santiago,Brazil,Gauteng,Africa
São Paulo,China,Seoul Capital Area,Europe
Lima,Mexico,New York State,Asia
Mexico City,Germany,Bagmati Province,Oceania
Bogotá,Cuba,Metro Manila,Africa
Paris,Russia,Dubai Emirate,South America
Kuala Lumpur,Philippines,California,Africa
Jakarta,Nepal,São Paulo State,Oceania
Kathmandu,Egypt,Ontario,Asia
Toronto,Colombia,Maharashtra,Asia
Tokyo,Brazil,Lombardy,South America
Dubai,Malaysia,Singapore,Europe
Lima,Egypt,Victoria,Europe
Ankara,Afghanistan,California,Asia
Havana,Afghanistan,La Habana,Africa
Riyadh,Hong Kong,Illinois,South America
Baghdad,Singapore,Bagmati Province,South America
Mumbai,Japan,New York State,Europe
Madrid,Saudi Arabia,Île-de-France,North America
Lima,Mexico,England,South America
Shanghai,Taiwan,Giza,Africa
Nairobi,France,Catalonia,North America
Dhaka,India,São Paulo State,Asia
São Paulo,USA,Dubai Emirate,Asia
Manila,South Africa,Giza,Europe
Mexico City,Egypt,Distrito Federal,North America
Ankara,Turkey,Moscow Oblast,Africa
Dubai,South Korea,Lima Province,Asia
Ankara,Nepal,Shanghai Municipality,North America
Shanghai,France,California,Africa
Kathmandu,Canada,Lima Province,Oceania
Riyadh,Indonesia,Shanghai Municipality,North America
Riyadh,Chile,Kuala Lumpur Federal Territory,Oceania
Buenos Aires,Malaysia,Delhi,South America
Hong Kong,Colombia,Seoul Capital Area,South America
Havana,South Africa,São Paulo State,Asia
Madrid,Canada,Marmara Region,Asia
Lima,Bangladesh,New York State,North America
Havana,Colombia,Ontario,Oceania
Moscow,Chile,São Paulo State,North America
Buenos Aires,Mexico,Bavaria,North America
Dubai,Kenya,Riyadh Province,North America
Lagos,Iran,Santiago Metro,South America
Toronto,Russia,Beijing Municipality,Europe
Johannesburg,Philippines,Distrito Federal,Asia
Buenos Aires,Canada,Buenos Aires Province,South America
Bangalore,Saudi Arabia,Dhaka Division,Asia
Shanghai,Morocco,Karnataka,North America
Jakarta,France,São Paulo State,Europe
Jakarta,Mexico,Casablanca-Settat,Europe
Toronto,UAE,Bavaria,Asia
Paris,Mexico,Casablanca-Settat,Oceania
Beijing,Spain,Lagos State,North America
Kuala Lumpur,Peru,Western Cape,Oceania
Manila,Singapore,Bagmati Province,Oceania
Casablanca,Canada,Lagos State,South America
Kathmandu,Argentina,Baghdad Governorate,Europe
Moscow,Iran,Seoul Capital Area,Oceania
Dubai,Kenya,Cundinamarca,Africa
Casablanca,Singapore,Casablanca-Settat,South America
Bogotá,South Korea,Moscow Oblast,Africa
Los Angeles,Iran,Tehran Province,Europe
Taipei,Bangladesh,Lima Province,South America
Bangalore,Singapore,Gauteng,Asia
São Paulo,Nigeria,Casablanca-Settat,Europe
Berlin,Canada,Marmara Region,Asia
Madrid,Pakistan,Bangkok Metropolitan Region,Asia
Paris,India,Gauteng,South America
Kuala Lumpur,France,Moscow Oblast,South America
Singapore,Egypt,Seoul Capital Area,Oceania
Bangkok,Morocco,Catalonia,Oceania
Toronto,Canada,Bangkok Metropolitan Region,South America
Karachi,Bangladesh,New South Wales,Africa
Hong Kong,South Korea,Bavaria,North America
Santiago,Australia,Lima Province,Africa
Riyadh,Afghanistan,England,South America
Paris,Nepal,Casablanca-Settat,North America
Jakarta,Turkey,Cundinamarca,Africa
Cairo,UK,New York State,South America
New York,Egypt,Buenos Aires Province,South America
Johannesburg,Bangladesh,Giza,Oceania
Bogotá,Morocco,Sindh,Europe
Singapore,Indonesia,Cundinamarca,North America
Paris,Italy,Bangkok Metropolitan Region,Oceania
Taipei,Japan,Catalonia,Europe
Mumbai,Kenya,Lombardy,Asia
Sydney,Taiwan,Dhaka Division,Africa
Shanghai,Colombia,Casablanca-Settat,North America
Nairobi,China,Karnataka,Africa
Moscow,China,Jakarta Special Region,Oceania
Mexico City,Thailand,Catalonia,Asia
Cairo,Taiwan,Distrito Federal,South America
Hong Kong,Peru,Metro Manila,Africa
São Paulo,UK,Catalonia,Europe
Moscow,China,Bangkok Metropolitan Region,Oceania
Seoul,South Africa,Jakarta Special Region,Europe
Moscow,Italy,Seoul Capital Area,South America
Jakarta,Philippines,Rio de Janeiro State,South America
Havana,Brazil,Jakarta Special Region,Europe
Nairobi,UAE,Sindh,Europe
Casablanca,Australia,Beijing Municipality,South America
Bangkok,Iran,Gauteng,South America
Kuala Lumpur,Japan,Shanghai Municipality,Europe
Seoul,Egypt,Tehran Province,Asia
Mumbai,Egypt,Hong Kong SAR,Europe
Manila,China,Rio de Janeiro State,Asia
Singapore,Indonesia,Bavaria,Europe
Manila,Saudi Arabia,Moscow Oblast,South America
Santiago,Iran,Baghdad Governorate,Africa
Mumbai,Italy,Giza,South America
Havana,Cuba,Rio de Janeiro State,Asia
Shanghai,UAE,Moscow Oblast,Oceania
Melbourne,USA,Tehran Province,North America
São Paulo,China,Karnataka,Asia
Nairobi,Pakistan,São Paulo State,Europe
Istanbul,Germany,Rio de Janeiro State,Europe
Buenos Aires,Singapore,Gauteng,South America
Hong Kong,Malaysia,Riyadh Province,North America
Rome,Iran,Dhaka Division,South America
Nairobi,Turkey,Bagmati Province,Asia
Cape Town,Germany,Bangkok Metropolitan Region,Africa
London,Saudi Arabia,Catalonia,South America
Madrid,Iran,Bagmati Province,Oceania
Dhaka,UAE,Singapore,Europe
Chicago,Iran,Bagmati Province,Asia
Delhi,Peru,Maharashtra,North America
Johannesburg,Egypt,Singapore,Europe
Moscow,Brazil,Dubai Emirate,South America
Kabul,Indonesia,Nairobi County,Asia
Santiago,Iran,England,North America
Lima,Egypt,New South Wales,Asia
Moscow,Australia,New South Wales,Oceania
Kabul,Russia,Gauteng,Africa
Sydney,UK,Bangkok Metropolitan Region,South America
Havana,Indonesia,Sindh,South America
Buenos Aires,Pakistan,Ontario,Africa
Tehran,Canada,Lima Province,Europe
Melbourne,Turkey,Kabul Province,Africa
Mexico City,Afghanistan,New South Wales,South America
Santiago,Canada,Cundinamarca,Africa
Lima,Japan,Catalonia,Africa
Riyadh,Singapore,Catalonia,Oceania
Lagos,Russia,Gauteng,Asia
Buenos Aires,Bangladesh,Karnataka,Europe
London,Morocco,New York State,Europe
Kathmandu,China,Giza,Africa
Beijing,Saudi Arabia,Lagos State,South America
Shanghai,Italy,Shanghai Municipality,Oceania
Lagos,Afghanistan,Dhaka Division,Africa
Chicago,Australia,New York State,Asia
Taipei,Brazil,Gauteng,Oceania
Moscow,Italy,Illinois,South America
Baghdad,Japan,Jakarta Special Region,Asia
Seoul,Nepal,Hong Kong SAR,Oceania
Chicago,France,Dhaka Division,Europe
Havana,Germany,Tehran Province,South America
Manila,Nigeria,Île-de-France,Oceania
Los Angeles,Australia,Lagos State,Africa
Taipei,India,Distrito Federal,Oceania
Beijing,Taiwan,California,Africa
Berlin,Chile,Casablanca-Settat,Africa
Riyadh,Indonesia,Bavaria,Africa
Istanbul,China,California,Europe
Cape Town,Afghanistan,Catalonia,North America
Sydney,Cuba,Kuala Lumpur Federal Territory,Oceania
Shanghai,Hong Kong,Metro Manila,Asia
Kabul,South Africa,Beijing Municipality,Africa
Kuala Lumpur,South Korea,Lagos State,Europe
Madrid,UK,Jakarta Special Region,South America
Istanbul,Germany,Delhi,North America
Johannesburg,South Africa,England,Europe
Singapore,France,Buenos Aires Province,Asia
Berlin,Australia,Giza,South America
Istanbul,Russia,Taiwan Province,North America
Mexico City,France,Kuala Lumpur Federal Territory,Asia
Shanghai,Malaysia,Kuala Lumpur Federal Territory,Africa
Kuala Lumpur,South Korea,Western Cape,Oceania
Delhi,Spain,Santiago Metro,Asia
London,Germany,Catalonia,Africa
Dubai,Spain,Buenos Aires Province,South America
Paris,USA,Rio de Janeiro State,South America
Beijing,Brazil,California,North America
Lima,Malaysia,Lombardy,South America
Bangalore,Malaysia,Taiwan Province,Africa
Taipei,South Africa,Jakarta Special Region,Oceania
Mexico City,Indonesia,Western Cape,Europe
Bangkok,Nepal,Distrito Federal,Africa
Singapore,Philippines,Victoria,North America
Cape Town,Italy,Bagmati Province,South America
Lagos,Bangladesh,Catalonia,Asia
Cape Town,Singapore,Lagos State,Asia
Rome,Germany,Distrito Federal,Africa
São Paulo,China,Western Cape,Europe
Kuala Lumpur,Australia,Lima Province,Oceania
Mexico City,South Korea,Ontario,North America
Hong Kong,Colombia,Dhaka Division,Africa
Hong Kong,Nepal,Distrito Federal,Oceania
Toronto,Iraq,La Habana,Europe
Sydney,India,Kuala Lumpur Federal Territory,Europe
Istanbul,Turkey,Rio de Janeiro State,North America
Istanbul,Bangladesh,Central Anatolia,Africa
Casablanca,Indonesia,Seoul Capital Area,Africa
Bogotá,Thailand,New York State,Oceania
Riyadh,Colombia,Lima Province,Oceania
Karachi,Mexico,Rio de Janeiro State,Oceania
Chicago,France,Singapore,Oceania
Sydney,Iran,Gauteng,Oceania
Singapore,India,Shanghai Municipality,Europe
Seoul,India,Nairobi County,Asia
Karachi,Canada,Tokyo Prefecture,North America
Karachi,Italy,Kuala Lumpur Federal Territory,South America
Rome,China,Distrito Federal,North America
Kathmandu,Russia,Distrito Federal,Africa
Seoul,Saudi Arabia,Tehran Province,South America
Mumbai,Singapore,Victoria,Asia
Beijing,South Africa,Seoul Capital Area,North America
Tehran,Morocco,Casablanca-Settat,Europe
Rome,Spain,Sindh,Oceania
Karachi,Italy,Bangkok Metropolitan Region,Asia
Cape Town,Malaysia,Karnataka,Oceania
Manila,Brazil,Metro Manila,North America
Ankara,South Africa,La Habana,Africa
Singapore,Bangladesh,Central Anatolia,Oceania
Shanghai,Australia,Illinois,Oceania
Beijing,Egypt,Riyadh Province,Oceania
Beijing,Mexico,Western Cape,South America
Tokyo,Chile,Moscow Oblast,Africa
Dubai,Malaysia,Catalonia,Europe
Kabul,Hong Kong,Santiago Metro,North America
Madrid,Indonesia,Île-de-France,Asia
Kabul,South Korea,Victoria,Africa
Berlin,Egypt,Santiago Metro,North America
Singapore,UK,Tehran Province,South America
Bogotá,Colombia,California,Europe
Manila,Peru,Bavaria,Europe
Havana,Mexico,Lagos State,Africa
Santiago,Philippines,Sindh,North America
Kabul,Indonesia,England,North America
Los Angeles,Brazil,New York State,Asia
Santiago,Peru,Maharashtra,North America
Bangalore,Pakistan,Kabul Province,North America
Seoul,Australia,Cundinamarca,Europe
Dhaka,Nigeria,Beijing Municipality,Africa
Lima,Italy,Île-de-France,Europe
Delhi,Taiwan,Sindh,South America
Shanghai,Bangladesh,Tokyo Prefecture,Africa
New York,Peru,Jakarta Special Region,Europe
Melbourne,Iran,Maharashtra,North America
Shanghai,Saudi Arabia,Bangkok Metropolitan Region,South America
Kabul,Taiwan,Santiago Metro,Oceania
Kabul,China,Bangkok Metropolitan Region,North America
Toronto,Chile,Rio de Janeiro State,Asia
Cape Town,Morocco,Santiago Metro,Asia
Delhi,Kenya,Moscow Oblast,North America
Jakarta,Australia,Central Anatolia,Europe
São Paulo,South Africa,Buenos Aires Province,North America
Jakarta,Thailand,Victoria,South America
São Paulo,Chile,Marmara Region,Oceania
Kuala Lumpur,Saudi Arabia,Lombardy,Oceania
Jakarta,Bangladesh,Buenos Aires Province,Asia
São Paulo,Hong Kong,New South Wales,Europe
Johannesburg,Afghanistan,Beijing Municipality,Africa
Santiago,UAE,Karnataka,Europe
Riyadh,USA,Lombardy,Africa
Paris,Mexico,Casablanca-Settat,Africa
Istanbul,USA,Taiwan Province,North America
Hong Kong,Hong Kong,São Paulo State,Europe
Taipei,Brazil,Taiwan Province,South America
Singapore,USA,Lombardy,North America
Madrid,Argentina,Tokyo Prefecture,Europe
Rome,Bangladesh,Seoul Capital Area,North America
Dubai,Hong Kong,Western Cape,Oceania
Kathmandu,Morocco,Riyadh Province,North America
Moscow,Nigeria,Rio de Janeiro State,Europe
Buenos Aires,Afghanistan,Central Anatolia,Africa
New York,Nepal,Seoul Capital Area,Europe
Tehran,Argentina,Singapore,Africa
Santiago,France,Moscow Oblast,Asia
Melbourne,UAE,La Habana,Oceania
Dhaka,Saudi Arabia,Catalonia,South America
Dubai,Kenya,Distrito Federal,Asia
Singapore,Singapore,Metro Manila,North America
Cairo,South Africa,Delhi,Oceania
Riyadh,Afghanistan,La Habana,Europe
Madrid,France,Bagmati Province,Asia
Dubai,USA,Bavaria,South America
Tokyo,Argentina,England,North America
New York,Spain,Jakarta Special Region,Africa
Cape Town,Thailand,Central Anatolia,Oceania
Baghdad,Colombia,Seoul Capital Area,Europe
Singapore,Russia,Dubai Emirate,Africa
Toronto,South Africa,Central Anatolia,Africa
Chicago,Bangladesh,Bagmati Province,Oceania
Beijing,France,Tehran Province,Africa
Madrid,Philippines,Lombardy,Oceania
Kabul,Australia,Karnataka,North America
Istanbul,Thailand,Seoul Capital Area,South America
Seoul,Afghanistan,Kabul Province,Africa
Casablanca,Hong Kong,Delhi,North America
Bangkok,Indonesia,Delhi,Africa
Cape Town,Indonesia,Dubai Emirate,Oceania
Taipei,Chile,Distrito Federal,North America
Kathmandu,USA,Bangkok Metropolitan Region,South America
Paris,Brazil,Kabul Province,South America
Rio de Janeiro,Brazil,Distrito Federal,Africa
Bogotá,Indonesia,Bangkok Metropolitan Region,Asia
Moscow,Mexico,Hong Kong SAR,Asia
Sydney,UK,Distrito Federal,Oceania
Melbourne,Bangladesh,Lombardy,North America
Tehran,Singapore,Jakarta Special Region,Europe
Rio de Janeiro,Spain,Tokyo Prefecture,South America
Casablanca,Pakistan,Central Anatolia,Oceania
Rome,Spain,Singapore,Asia
Bangkok,Italy,Taiwan Province,Europe
Lima,Malaysia,Beijing Municipality,South America
New York,Indonesia,Lombardy,South America
Kathmandu,Indonesia,Delhi,South America
Kathmandu,Nigeria,California,South America
Tokyo,Nigeria,Bagmati Province,Oceania
Kuala Lumpur,Peru,Baghdad Governorate,Africa
Havana,UK,Bavaria,Asia
Singapore,Indonesia,Tokyo Prefecture,Africa
Istanbul,France,Metro Manila,South America
Kathmandu,Germany,Cundinamarca,Asia
Lima,France,Sindh,South America
Kabul,UAE,Hong Kong SAR,Africa
Mumbai,Brazil,Ontario,Europe
Singapore,Hong Kong,Île-de-France,Africa
Bogotá,Philippines,Santiago Metro,North America
Baghdad,Australia,Lima Province,South America
Santiago,South Africa,Bavaria,North America
Tehran,Morocco,Singapore,Africa
Cape Town,Turkey,Metro Manila,Europe
Los Angeles,Brazil,Kuala Lumpur Federal Territory,Asia
Rio de Janeiro,Iraq,Lima Province,Oceania
Chicago,Germany,Buenos Aires Province,Africa
Johannesburg,South Africa,California,Asia
Delhi,Afghanistan,Riyadh Province,Africa
Kathmandu,Brazil,Illinois,South America
Singapore,Canada,Riyadh Province,Asia
Seoul,Mexico,Western Cape,Oceania
Sydney,USA,Delhi,Asia
Ankara,Colombia,Dhaka Division,South America
Dubai,Indonesia,Beijing Municipality,Oceania
Melbourne,Colombia,Sindh,North America
Singapore,France,New South Wales,Oceania
Rio de Janeiro,Iraq,Central Anatolia,Oceania
Lima,Malaysia,Tokyo Prefecture,North America
Lima,Taiwan,Taiwan Province,Asia
Kabul,Nepal,Bavaria,Oceania
Jakarta,Hong Kong,Catalonia,North America
Hong Kong,UK,Catalonia,Africa
Kathmandu,Canada,Dubai Emirate,Asia
Paris,Australia,Catalonia,Asia
São Paulo,France,Bagmati Province,South America
Dhaka,Turkey,California,South America
Madrid,Indonesia,Singapore,Oceania
Riyadh,Philippines,Buenos Aires Province,Africa
Baghdad,South Korea,Baghdad Governorate,Oceania
Melbourne,Bangladesh,Riyadh Province,Africa
Buenos Aires,UK,New South Wales,North America
Dubai,Italy,Riyadh Province,Asia
Rome,Canada,Cundinamarca,Asia
Dubai,South Korea,England,North America
Taipei,Canada,England,Africa
Dubai,Nigeria,Kuala Lumpur Federal Territory,Asia
Moscow,South Africa,Gauteng,Oceania
Los Angeles,China,Casablanca-Settat,Africa
Cape Town,Afghanistan,Hong Kong SAR,South America
São Paulo,Colombia,California,North America
Kuala Lumpur,Singapore,Victoria,Europe
Kuala Lumpur,Brazil,Baghdad Governorate,North America
Nairobi,South Korea,Rio de Janeiro State,Oceania
Hong Kong,Italy,Delhi,North America
Tokyo,Russia,England,Oceania
